artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Scooter,Ace,Encore,20,234461,False,0.662,0.894,11,-3.719,0,0.0419,0.00277,0.000766,0.326,0.155,129.968,4,happy
Nosferatu;The Viper,Strength,Who We Are,20,355023,False,0.487,0.94,4,-5.181,1,0.103,0.239,0.00906,0.0828,0.443,168.038,4,happy
Partyraiser,The Family,Boobytrap,20,219363,True,0.598,0.884,2,-1.108,1,0.127,0.00029,0.00136,0.325,0.17,105.009,4,happy
Scooter,Who's Got the Last Laugh Now?,Rock Bottom,20,208880,False,0.58,0.988,8,-5.145,1,0.0696,0.00634,0.000684,0.321,0.239,143.066,4,happy
Scooter,Under the Radar Over the Top (20 Years of Hardcore Expanded Edition) [Remastered],Ti Sento - Remastered,20,235626,False,0.463,0.964,6,-4.488,0,0.0712,0.0127,7.01e-06,0.433,0.462,142.98,4,happy
PartyfrieX,Partyfreak,John (Met Z`n Accordeon),19,159786,False,0.674,0.96,7,-3.696,1,0.0413,0.186,3.97e-05,0.301,0.969,149.898,4,happy
S3RL;Chichi,I'll See You Again (feat. Chi Chi),I'll See You Again (feat. Chi Chi),42,224758,False,0.479,0.96,8,-1.545,1,0.0459,0.0123,9.93e-05,0.194,0.38,174.954,4,happy
Scooter;Harris & Ford,God Save the Rave,God Save the Rave,58,192000,False,0.425,0.926,8,-3.269,0,0.114,0.0146,1.62e-05,0.161,0.376,150.038,4,happy
Scooter;Harris & Ford,God Save the Rave,God Save the Rave,50,192000,False,0.425,0.926,8,-3.269,0,0.114,0.0146,1.62e-05,0.161,0.376,150.038,4,happy
Gammer;Technikore;MYLK,Better Together,Falling Down (feat. MYLK),35,189529,False,0.423,0.906,10,-2.486,1,0.0716,0.0263,0.00127,0.0737,0.659,169.925,4,happy
Jakka-B;Tatsunoshin,Someone To Forget,Someone To Forget,18,167294,False,0.476,0.838,0,-4.643,1,0.0701,0.0665,0.0,0.432,0.324,170.054,4,happy
Drokz,Have faith EP,Murderfest,19,182857,True,0.715,0.858,11,-2.263,0,0.0575,0.101,1.95e-05,0.0674,0.14,104.929,4,happy
S3RL;Lexi,LA 2015 (feat. Lexi),LA 2015 (feat. Lexi),19,179042,False,0.523,0.925,1,-1.827,1,0.0573,0.000724,1.16e-05,0.381,0.705,174.935,4,happy
Nosferatu,Decibel outdoor 2017,And Died Again - Edit,19,195551,True,0.523,0.982,9,-3.606,0,0.0895,0.112,4.26e-05,0.341,0.259,97.436,4,happy
Nosferatu,Lived Again,And Died Again - Original Mix,20,318835,False,0.553,0.987,9,-3.606,0,0.122,0.078,6.82e-05,0.0597,0.119,97.477,4,happy
Dj Mad Dog;MC Syco,Till I Die Vol.1,I Don't Give A Fuck About - Radio Edit,19,157686,True,0.462,0.998,8,-2.063,1,0.16,0.332,0.0,0.334,0.11,173.999,4,happy
Paul Elstak;Deadly Guns,The Best Of Paul Elstak - 25 Years Of Hits,The Ultimate Paul Elstak Mash-Up,18,162947,False,0.646,0.966,11,-4.317,0,0.0874,0.0209,1.59e-05,0.349,0.0758,95.066,4,happy
De Doelleazen,Wy Jouwe Gas,Hast M by Dy,19,199921,False,0.658,0.867,10,-4.377,0,0.103,0.0491,0.00124,0.0936,0.436,173.088,4,happy
Lawineboys,10 Jaar Lawinegevaar,Ik Ben Blij Dat ik Je Niet Vergeten Ben,19,159000,False,0.777,0.902,7,-3.316,1,0.153,0.282,0.0,0.23,0.924,142.008,4,happy
The Prophet;Dutch Movement,Fiyaaah!,Fiyaaah!,50,234021,False,0.614,0.864,7,-2.242,1,0.0572,0.0184,0.00016,0.292,0.392,149.985,4,happy
2 Brothers On The 4th Floor;Ran-D,Come Take My Hand (Ran-D Remix),Come Take My Hand - Ran-D Remix,54,262550,False,0.535,0.928,5,-2.025,0,0.0823,0.0068,9.18e-06,0.109,0.116,154.872,4,happy
Gammer;Hudson Mohawke,Better Together,Quit (feat. Hudson Mohawke),24,204705,True,0.473,0.804,7,-4.947,1,0.0593,0.0566,4.04e-05,0.103,0.328,169.881,4,happy
Paul Elstak;Ruffian,The Offensive Years,Rage,18,259099,True,0.488,0.954,7,-4.441,1,0.0664,0.000262,0.00903,0.144,0.124,159.983,4,happy
SRB,More Dutchcore,Rocket Jesus,19,201868,True,0.532,0.865,3,-4.27,1,0.122,0.00034,0.000849,0.202,0.308,75.06,4,happy
Technikore,Southside 2018,Southside 2018,17,296470,False,0.616,0.829,10,-4.932,0,0.119,0.1,0.000338,0.0951,0.323,169.92,4,happy
Charly Lownoise;Mental Theo,The Best Of Charly Lownoise & Mental Theo,Fantasy World,17,206906,False,0.425,0.93,0,-4.517,1,0.115,0.426,0.0,0.49,0.453,169.94,4,happy
Klubfiller;Steve Hill;Carlotta Chadwick,"Full Length Cardio Workout, Vol. 6",In My Eyes - 2021 Mix,19,344346,False,0.595,0.971,9,-5.122,1,0.0725,0.00127,0.0155,0.165,0.0599,144.997,4,happy
S3RL;Sara,Galleriet 2015,Galleriet 2015,19,175621,False,0.557,0.977,7,-1.593,1,0.112,0.0025,0.0218,0.111,0.464,175.007,4,happy
The Viper;Neophyte;Never Surrender,Coming Home (Never Surrender Remix),Coming Home - Never Surrender Remix,18,266682,True,0.52,0.883,11,-2.724,1,0.0798,0.32,3.05e-05,0.18,0.229,180.015,4,happy
Critical Mass,The Viper - Nothing To Lose,Burning Love 2011 - The Viper Remix - Cd Version,18,209397,False,0.457,0.958,8,-4.967,0,0.153,0.261,0.0102,0.359,0.106,172.021,4,happy
Scooter,24 Carat Gold,I'm Raving,19,190106,False,0.61,0.955,0,-10.059,0,0.0658,0.00967,0.000713,0.517,0.279,139.026,4,happy
Nakatomi;QFX,Children Of The Night,Children Of The Night - QFX RMX I,17,246800,False,0.672,0.925,11,-4.034,0,0.122,0.00347,0.00315,0.392,0.632,171.373,4,happy
Darren Styles;Hixxy;Jelle van Dael,I Follow Rivers (Deep Sea Baby),I Follow Rivers (Deep Sea Baby),53,187500,False,0.513,0.839,10,-3.763,0,0.0672,0.00588,0.0,0.115,0.611,160.021,4,happy
Darren Styles,Skydivin',Different Groove,17,169293,False,0.576,0.98,9,-5.147,1,0.0948,0.00372,0.0127,0.192,0.496,169.999,4,happy
Scooter;VASSY,Today,Today,19,207256,False,0.632,0.884,7,-4.545,0,0.035,0.00225,0.00359,0.328,0.26,131.947,4,happy
S3RL,Want It Harder - Single,Want It Harder,18,272952,False,0.489,0.998,10,-1.725,0,0.111,0.0077,0.00783,0.225,0.678,174.957,4,happy
Scooter,Riot,Riot,19,188571,False,0.555,0.995,0,-4.297,1,0.083,0.000128,0.027,0.0714,0.129,140.023,4,happy
Jakka-B;Addie Nicole,Chasing The Sun,Chasing The Sun - Radio Edit,17,223008,False,0.474,0.732,5,-6.064,0,0.0392,0.0119,0.000674,0.364,0.201,170.004,4,happy
Scooter,Our Happy Hardcore (20 Years of Hardcore Expanded Edition) [Remastered],Back in the U.K. - Remastered,18,204232,False,0.423,0.989,7,-2.613,1,0.1,0.000585,0.00485,0.469,0.438,179.969,4,happy
Dj Skinhead;Chaotic Hostility,Extreme Terror Remixes,Extreme Terror - Chaotic Hostility Remix,18,147127,True,0.55,0.961,1,-4.481,1,0.12,0.102,0.0,0.364,0.151,140.146,4,happy
Scooter,Music For A Big Night Out,Army of Hardcore - Radio Edit,18,177974,False,0.566,0.947,1,-4.402,1,0.0778,0.00144,0.000926,0.382,0.626,138.057,4,happy
PartyfrieX,Partyfreak,Meter Bier,18,172026,False,0.686,0.933,7,-6.056,1,0.0763,0.0887,0.0,0.296,0.913,163.038,4,happy
Charly Lownoise & Mental Theo,The Best Of Charly Lownoise & Mental Theo,Streetkids - Radio Edit,17,228026,False,0.508,0.995,5,-3.17,1,0.0848,0.0893,0.0,0.45,0.793,174.997,4,happy
Nosferatu;Neophyte,Harmony Of Hardcore 2016,Daar zijn we weer!,18,238228,True,0.599,0.976,4,-4.478,0,0.144,0.181,0.00197,0.303,0.259,100.023,4,happy
Endymion;Art Of Fighters;Lilly Julian;ANDY SVGE,Invincible,A New Today - ANDY SVGE Remix,18,223815,False,0.392,0.951,11,-3.941,0,0.064,0.184,0.00128,0.0959,0.394,151.998,4,happy
Paul Elstak;Mental Theo;Gin Dutch,Raving Beats (feat. Gin Dutch),Raving Beats (feat. Gin Dutch),18,290297,False,0.604,0.935,9,-5.801,1,0.0417,0.00558,0.0147,0.118,0.0401,169.014,4,happy
Scooter,24 Carat Gold,I Was Made For Lovin' You,18,142333,False,0.607,0.974,9,-9.503,0,0.0647,0.000538,0.00126,0.11,0.891,147.375,4,happy
Lawineboys,Remmen Los,Big Mamma,18,148000,False,0.735,0.905,5,-3.794,1,0.0698,0.121,9.01e-06,0.242,0.944,134.93,4,happy
Anime,Exterminate,Bitches #TiH,18,195077,True,0.454,0.981,1,-3.362,0,0.0785,0.00274,0.00173,0.0695,0.5,171.966,4,happy
Meccano Twins,Drums of War,Drums of War,18,149837,True,0.348,0.99,0,-3.323,1,0.142,0.00572,4.84e-06,0.375,0.0664,184.878,4,happy
N-Sane,Watch Your Friends,Watch Your Friends,17,158545,True,0.738,0.721,10,-8.331,0,0.0885,0.0521,0.0,0.307,0.476,92.953,4,happy
Scooter,Who's Got the Last Laugh Now?,"See Me, Feel Me",18,249053,False,0.442,0.998,8,-5.247,1,0.062,0.00032,0.0195,0.0742,0.715,146.023,4,happy
Korsakoff,Somnia,Somnia - Radio Edit,18,147946,False,0.409,0.944,8,-4.121,1,0.0828,0.0255,0.001,0.218,0.315,175.236,4,happy
Re-Style;Bass-D,Keep Freakin',Keep Freakin' - Original Mix,18,265714,False,0.42,0.861,8,-4.462,1,0.0417,0.0115,0.00119,0.173,0.183,167.982,4,happy
Evil Activities,Evil's Greatest Activities,Pray For Me - Original Mix,17,338646,False,0.41,0.808,9,-4.741,0,0.0467,0.00493,0.00143,0.0666,0.332,161.992,4,happy
Hakkuhbar,Vet heftig,Feestbeest,17,217640,False,0.564,0.873,5,-6.95,1,0.0676,0.00381,0.000967,0.25,0.398,171.99,4,happy
Scooter,The Fifth Chapter (SPY Version),We Got the Sound,18,174090,False,0.723,0.904,5,-4.538,0,0.0655,0.0199,1.12e-05,0.271,0.292,132.083,4,happy
Darren Styles;Protostar,Us Against The World (Protostar Remix),Us Against The World - Protostar Remix,40,296551,False,0.488,0.95,1,-3.229,0,0.0972,0.00428,0.000281,0.0704,0.0809,174.023,4,happy
The Prophet,Listen To Your Heart,Listen To Your Heart,54,229161,False,0.465,0.635,9,-4.484,0,0.0454,0.161,0.0,0.276,0.236,154.904,4,happy
Squad-E,Stay,Stay - Original Mix,16,362135,False,0.554,0.927,7,-2.815,1,0.0805,0.00177,0.0241,0.0598,0.145,174.973,4,happy
Neophyte;Dr Phunk;Tim Beumers,Alle Remmen Los! (Radio Edit),Alle Remmen Los! - Radio Edit,17,180016,True,0.615,0.873,2,-3.852,1,0.042,0.107,1.01e-05,0.0863,0.279,154.944,4,happy
Noisekick,Noisekick Records 004,Fuck That Motherfucker - The Vizitor RMX,17,238662,True,0.401,0.977,7,-1.378,1,0.108,0.0189,0.0,0.331,0.317,119.899,4,happy
Evil Activities;Endymion;E-Life,Extreme Audio,Broken - Album Edit,17,227761,False,0.382,0.907,4,-5.322,1,0.16,0.0652,7.01e-06,0.115,0.216,167.005,4,happy
Paul Elstak;Partyraiser,Back From The Dead,Back From The Dead - Original Mix,17,248662,False,0.582,0.867,6,-4.35,0,0.127,0.00434,0.000158,0.306,0.539,92.563,4,happy
The Prophet,"Hardstyle Mission, Vol.1 - Ultimate Bass Attack",Listen to Your Heart - Radio Edit,17,228533,False,0.52,0.636,9,-4.747,0,0.0401,0.149,0.0,0.247,0.256,77.521,4,happy
Scooter,Our Happy Hardcore (20 Years of Hardcore Expanded Edition) [Remastered],Rebel Yell - Remastered,17,236661,False,0.481,0.985,9,-5.511,0,0.0945,0.004,0.00243,0.36,0.359,174.984,4,happy
Scooter,24 Carat Gold,She's The Sun,17,191333,False,0.555,0.651,2,-13.099,1,0.033,0.107,0.00953,0.325,0.534,160.037,4,happy
Scooter,Mind the Gap,Jigga Jigga! - Radio Edit,17,232999,False,0.525,0.919,1,-8.416,0,0.0558,0.0051,0.000438,0.353,0.151,142.992,4,happy
The Darkraver;DJ Vince;KELTEK,Decibel Outdoor 2022,Thunderground - KELTEK Remix,16,195023,False,0.554,0.99,2,-3.119,1,0.151,0.00634,0.0235,0.369,0.37,154.955,4,happy
Scooter,Stuck on Replay,Stuck On Replay - Radio Edit,17,189050,False,0.497,0.885,1,-5.15,0,0.0472,0.113,0.00018,0.257,0.354,149.957,4,happy
Dj Mad Dog,Till I Die Vol.1,XTC - Radio Edit,47,168720,True,0.551,0.966,7,-2.559,1,0.141,0.00453,0.000685,0.102,0.0538,174.058,4,happy
Jakka-B,Hold On,Hold On,16,219636,False,0.396,0.632,3,-3.213,0,0.0369,0.0798,0.0,0.071,0.227,164.784,4,happy
Technikore;Vicky Fee;Macks Wolf,Stay Forever,Stay Forever - Macks Wolf Remix,16,222709,False,0.461,0.931,3,-2.419,0,0.0391,0.000139,0.000201,0.119,0.329,169.903,4,happy
Nakatomi,Children Of The Night,Children Of The Night - Radio Edit,52,246106,False,0.592,0.894,2,-6.236,1,0.0653,0.00198,0.000159,0.0833,0.654,171.39,4,happy
Gammer;Becci,Look Back,Look Back - Original Mix,17,361411,False,0.504,0.86,0,-2.933,1,0.117,0.00316,1.1e-05,0.0603,0.173,169.923,4,happy
Partyraiser;F. Noize,La Bomba EP,La Bomba - Original Mix,17,324000,False,0.545,0.992,11,-1.271,0,0.103,0.0208,3.1e-05,0.159,0.175,99.969,4,happy
S3RL;Lexi,Pit Stop 2016 (feat. Lexi),Pit Stop 2016 (feat. Lexi),17,178285,False,0.558,0.963,0,-2.073,1,0.119,0.0043,2.83e-06,0.0936,0.832,175.079,4,happy
Dune,History,Rainbow To The Stars (Video Mix),17,209333,False,0.444,0.834,5,-11.44,1,0.035,0.0245,0.0113,0.375,0.0403,180.757,4,happy
S3RL;J0hnny,Let The Beat Go,Let The Beat Go - Original Mix,17,307200,False,0.522,0.988,1,-1.314,1,0.135,0.000441,0.0283,0.0712,0.551,174.987,4,happy
Dj Mad Dog,Till I Die Vol.1,1996 - Radio Edit,17,210100,False,0.448,0.996,7,-0.871,1,0.108,0.139,0.0284,0.358,0.288,174.054,4,happy
Paul Elstak;Neophyte;Alee,Icon (Radio Edits),Icon - Shadowfact Remix Radio Edit,17,164129,False,0.546,0.751,2,-5.604,0,0.0342,0.148,0.0,0.153,0.14,155.062,4,happy
Dune;Alesso,Radio Killers in Stereo,Heiress of Valentina - Alesso Radio Edit,18,222000,False,0.483,0.816,9,-4.064,1,0.0433,0.00561,0.0,0.27,0.193,128.021,4,happy
Paul Elstak,Hardcore Sampler Vol. 1,Cut The Midrange (Drop The Bass),17,186947,False,0.639,0.997,2,-0.15,1,0.107,0.0563,6.18e-05,0.135,0.282,95.003,4,happy
Lawineboys;BZB,Polonaise Vol. 17 (2021),"7 Dagen, 7 Zonden",17,192880,False,0.714,0.965,6,-5.84,1,0.0633,0.253,0.0,0.275,0.952,158.921,4,happy
Endymion;MYST,See You Again (Radio Edit),See You Again - Radio Edit,40,189803,True,0.271,0.888,9,-3.66,0,0.0909,0.229,0.00179,0.0544,0.134,152.968,4,happy
Evil Activities,Extreme Audio,It's OK,16,276192,False,0.273,0.905,10,-4.779,0,0.12,0.0225,0.00162,0.191,0.308,174.016,4,happy
Scooter,20 Years of Hardcore (Remastered),4 AM,52,197496,False,0.554,0.868,0,-4.163,0,0.0949,0.000736,0.0,0.327,0.243,132.009,4,happy
The Viper;Neophyte,Nothing To Lose,Nothing to Lose,17,252558,True,0.51,0.935,7,-5.25,1,0.0724,0.00416,3.08e-05,0.145,0.182,172.015,4,happy
Dyewitness,The Classic Collection,Only If I Had One More,16,234800,False,0.665,0.951,11,-5.449,1,0.0937,0.00436,0.0171,0.255,0.787,164.826,4,happy
Tommyknocker;The Braindrillerz;MC Ghost,Weed song,Weed song,17,219656,True,0.532,0.754,7,-8.811,1,0.0559,0.0199,4.51e-06,0.0636,0.309,95.043,4,happy
Noisekick;Paranoizer,TERRORDRANG,HET DEED PIJN,17,259578,False,0.451,0.967,6,-5.422,0,0.106,0.00217,0.0145,0.373,0.581,137.568,4,happy
The Masochist,Thunderdome Die Hard II (Digital Version),No Newstyle - Original Mix,16,377730,False,0.604,0.951,6,-4.594,0,0.153,0.000574,0.00288,0.445,0.222,163.97,4,happy
Scooter;Jebroer,My Gabber,My Gabber - Extended Mix,17,277935,True,0.636,0.931,7,-7.619,0,0.0549,0.00138,0.000227,0.25,0.183,154.983,4,happy
Charly Lownoise & Mental Theo,The Best Of Charly Lownoise & Mental Theo,Your Smile - Radio Edit,16,215191,False,0.536,0.979,8,-4.54,1,0.0881,0.341,6.07e-05,0.0835,0.22,172.968,4,happy
Scooter,Army of Hardcore,Army of Hardcore - Radio Edit,17,177974,False,0.566,0.947,1,-4.402,1,0.0778,0.00144,0.000926,0.382,0.626,138.057,4,happy
2 Brothers On The 4th Floor,Best of,Can't Help Myself,17,269791,False,0.828,0.882,11,-6.912,1,0.0533,0.00124,0.0233,0.195,0.847,123.998,4,happy
Scooter;Maidwell,Ace,What You're Waiting For,17,214153,False,0.567,0.84,11,-2.725,0,0.0495,0.0102,3.13e-05,0.158,0.337,130.071,4,happy
Scooter,Groundhog Day (The Mixes),Groundhog Day - Extended Mix,17,284903,False,0.555,0.992,5,-5.04,1,0.143,0.00131,0.00596,0.245,0.1,154.982,4,happy
2 Brothers On The 4th Floor,Best of,Wonderful Feeling - Radio Version,17,239976,False,0.556,0.906,0,-6.382,0,0.0375,0.0387,0.0205,0.101,0.698,135.99,4,happy
Scooter,We Are The Greatest / I Was Made For Lovin' You,I Was Made For Lovin' You,17,213280,False,0.634,0.993,9,-6.212,0,0.0953,0.00139,0.000691,0.0715,0.66,147.355,4,happy
Masters of Ceremony,Mainiak Chapter 1,Hardcore To Da Bone - 2012 Edit,16,186320,True,0.483,0.835,6,-4.304,0,0.118,0.0283,0.000103,0.376,0.212,97.47,4,happy
2 Brothers On The 4th Floor,2,Euro Megamix,17,224449,False,0.51,0.973,0,-4.067,1,0.0703,0.0172,0.00174,0.392,0.822,133.046,4,happy
Lawineboys,Remmen Los,"Leven, Lachen, Lol",16,202000,False,0.715,0.887,8,-6.307,1,0.0402,0.0893,0.0,0.455,0.907,136.037,4,happy
S3RL;Mixie Moon;Mc Offside,Friendzoned (feat. Mixie Moon & MC Offside),Friendzoned (feat. Mixie Moon & MC Offside),43,248167,False,0.546,0.99,7,-1.706,1,0.0598,0.000602,0.0277,0.327,0.319,175.043,4,happy
Paul Elstak;New Kids;D-Fence,Turbo (D-Fence Decade Mix),Turbo - D-Fence Decade Mix,57,199947,True,0.404,0.913,2,-2.215,0,0.129,0.278,0.0,0.0978,0.16,94.989,4,happy
Klubfiller;Re-Con,Chase The Sun,Chase The Sun,16,206000,False,0.366,0.774,8,-3.103,1,0.0488,0.0153,0.000643,0.219,0.12,170.055,4,happy
The Nightraver,We're From Rotterdam,The Nightraver Strikes Again,16,242694,False,0.437,0.954,8,-9.684,0,0.0869,0.0943,0.000404,0.134,0.237,174.843,4,happy
Rotterdam Terror Corps;SRB,Nu Metalz Ep,We Keep Coming - Original Mix,17,126426,False,0.594,0.704,0,-4.935,1,0.116,0.459,0.0,0.155,0.514,105.082,4,happy
Chosen Few,Name of The DJ 2012,Name of The DJ - Neophyte & Tha Playah Remix,16,334635,False,0.503,0.822,7,-6.072,1,0.0889,0.04,0.0139,0.324,0.55,179.965,4,happy
Paul Elstak,Hardcore Top 100 - Best Of 2021,Cold Kickin' Ass,16,210774,True,0.65,0.992,8,-0.882,1,0.0804,0.03,1.13e-05,0.501,0.373,95.018,4,happy
Charly Lownoise & Mental Theo,On Air,Your Smile - Radio Edit,45,215191,False,0.536,0.979,8,-4.54,1,0.0881,0.341,6.07e-05,0.0835,0.22,172.968,4,happy
Dougal;Gammer,Save A Life,Save A Life,16,344250,False,0.573,0.936,10,-2.933,1,0.0991,0.0019,0.0218,0.0415,0.648,170.051,4,happy
Darren Styles,Skydivin',I Need You,15,230493,False,0.532,0.968,9,-5.176,0,0.0413,0.00336,0.00309,0.333,0.454,146.039,4,happy
Scott Brown;Plus System,Rock You Softly 05 / Fasten Your Seatbelt,Rock You Softly 05 - Original Mix,16,348484,False,0.267,0.823,3,-7.626,1,0.064,0.00131,0.00831,0.363,0.18,169.974,4,happy
Tha Playah,The Legends Return - The Official Anthems,Rotterdam nightmare,16,326573,False,0.501,0.834,9,-8.56,0,0.123,0.00244,0.0061,0.393,0.0516,159.953,4,happy
Amnesys,Re-Inventing the core - The Best of Amnesys,Worldwide crisis - Edit,16,217798,True,0.537,0.884,6,-4.564,0,0.13,0.0321,0.000827,0.378,0.388,161.076,4,happy
Tha Playah;Evil Activities,Evil's Greatest Activities,Imperial,16,290245,False,0.529,0.952,6,-4.59,0,0.106,0.102,0.0291,0.0816,0.643,165.011,4,happy
Tha Playah,Walking The Line,Bounce back,16,312764,False,0.573,0.893,6,-5.855,1,0.058,0.0203,0.011,0.333,0.664,162.043,4,happy
Haze,BARR10,Cabeza alta,17,168426,False,0.719,0.743,7,-2.972,1,0.0948,0.403,0.0,0.276,0.366,87.014,4,happy
Art Of Fighters;Endymion,Let's get it on,Let's get it on,16,364373,True,0.468,0.912,10,-6.14,0,0.126,0.0411,6.48e-05,0.311,0.255,162.934,4,happy
Charly Lownoise & Mental Theo;Wesley Sneijder,Koning Voetbal dit EK,Koning Voetbal dit EK,15,110809,False,0.509,0.95,1,-6.393,1,0.0479,0.0203,0.00226,0.0397,0.317,173.082,4,happy
Rexanthony,Cocoricò Three,The Symbol (original),16,275588,False,0.422,0.953,4,-2.976,1,0.0939,0.00946,0.00182,0.264,0.405,180.919,4,happy
Scooter,The Big Mash Up,Summer Dream,16,200762,False,0.532,0.902,7,-5.705,1,0.106,0.0044,0.00723,0.286,0.626,151.988,4,happy
Charly Lownoise & Mental Theo,The Best Of Charly Lownoise & Mental Theo - 25 Years Anniversary,Party - Video Mix,15,212813,False,0.559,0.987,1,-4.69,1,0.151,0.123,0.000317,0.249,0.593,180.048,4,happy
De Doelleazen,Lit Jim Hearre!,Lit Jim Hearre! - Radio Edit,16,210000,False,0.601,0.896,11,-4.181,0,0.0709,0.0426,1.16e-05,0.358,0.384,74.948,4,happy
De Doelleazen;Marcel Smit,Gek Yne Kop,Beerenburch,16,183263,False,0.599,0.971,4,-6.369,1,0.0478,0.00735,9.3e-05,0.153,0.309,184.039,4,happy
2 Brothers On The 4th Floor,2,Fairytales - Charly Lownoise & Mental Theo Rave Edit,16,246969,False,0.455,0.964,1,-6.787,1,0.0411,0.0427,0.00483,0.0719,0.571,168.982,4,happy
Lawineboys,Altijd Blijven Zingen,Altijd Blijven Zingen,16,204220,False,0.485,0.936,9,-2.328,1,0.119,0.00116,0.00161,0.356,0.602,145.072,4,happy
Ghost,Seven Inches Of Satanic Panic,Mary On A Cross,88,244804,False,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,4,hard-rock
Guns N' Roses,Use Your Illusion II,Knockin' On Heaven's Door,79,336000,False,0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,4,hard-rock
Aerosmith,Aerosmith,Dream On,82,266960,False,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,4,hard-rock
AC/DC,The Razors Edge,Thunderstruck,84,292880,False,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4,hard-rock
Scorpions,Crazy World,Wind Of Change,79,312360,False,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,4,hard-rock
AC/DC,Highway to Hell,Highway to Hell,85,208400,False,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4,hard-rock
Metallica,Metallica,Enter Sandman,81,331266,False,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,4,hard-rock
AC/DC,Back In Black,Back In Black,85,255493,False,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4,hard-rock
Ghost,HÖST,Mary On A Cross,3,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,hard-rock
Ghost,Pumpkin Patch Hits,Mary On A Cross,0,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,hard-rock
Ghost,Twisted Halloween Hits,Mary On A Cross,0,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,hard-rock
Ghost,Halloween Party 2022,Mary On A Cross,2,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,hard-rock
Ghost,Halloween Metal Nights,Mary On A Cross,2,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,hard-rock
Ghost,Rock & Halloween,Mary On A Cross,5,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,hard-rock
Ghost,LUGNA LÅTAR,Mary On A Cross,3,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,hard-rock
Lynyrd Skynyrd,Sweet Home Alabama,Sweet Home Alabama,2,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,hard-rock
Ghost,Rock & Halloween,Spillways,8,196946,False,0.575,0.868,5,-5.004,0,0.0319,0.000207,0.00294,0.0584,0.804,128.069,4,hard-rock
Scorpions,Fishing Music,Wind Of Change,0,311240,False,0.429,0.63,0,-7.392,1,0.0329,0.078,0.0,0.104,0.211,151.627,4,hard-rock
Scorpions,Artsy & Colourful,Wind Of Change,0,311240,False,0.429,0.63,0,-7.392,1,0.0329,0.078,0.0,0.104,0.211,151.627,4,hard-rock
Ghost,Halloween 2022,Dance Macabre,0,219720,False,0.619,0.696,7,-6.263,0,0.0315,1.93e-05,0.00555,0.38,0.727,125.984,4,hard-rock
Ghost,Halloween Party 2022,Dance Macabre,0,219720,False,0.619,0.696,7,-6.263,0,0.0315,1.93e-05,0.00555,0.38,0.727,125.984,4,hard-rock
Ghost,Halloween Spooky Party 2022,Dance Macabre,0,219720,False,0.619,0.696,7,-6.263,0,0.0315,1.93e-05,0.00555,0.38,0.727,125.984,4,hard-rock
Lynyrd Skynyrd,Rock Workout 2023,Sweet Home Alabama,1,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,hard-rock
Lynyrd Skynyrd,Country Car Hits,Simple Life,1,197106,False,0.549,0.891,6,-4.044,1,0.0351,0.0141,0.00323,0.0661,0.508,111.996,4,hard-rock
KISS,Rock & Halloween,Detroit Rock City - Edit,1,215527,False,0.521,0.954,5,-3.556,1,0.0909,0.0295,5.02e-05,0.25,0.45,90.545,4,hard-rock
Lynyrd Skynyrd,Country Road Songs,Simple Life,0,197106,False,0.549,0.891,6,-4.044,1,0.0351,0.0141,0.00323,0.0661,0.508,111.996,4,hard-rock
KISS,80s Bangers Vol. 2,Heaven's On Fire,1,200933,False,0.627,0.909,0,-4.731,1,0.0658,0.000957,7.03e-05,0.336,0.697,124.313,4,hard-rock
